,name,length,Left extract,long/short name,CONCATENATE,Upper case name,Lower case,Proper function,avg_rating,corrected rating,New corrected reationg,review in K,reviews_count,and,or,company_type,,Head_Quarters,,Company_Age,COMPANY DETAIL,No_of_Employee
104,First Source,12,Fir,longname,First Source Is great,FIRST SOURCE,first source,First Source,4,4,4,2.2k,2200,FALSE,FALSE,Public,Not Top ,"Mumbai,Maharashtra + 41 more",TRUE,21,Establish,5k-10k employees India)
105,JSW Steel,9,JSW,short name,JSW Steel Is great,JSW STEEL,jsw steel,Jsw Steel,3.9,3.9,3.9,3.5k,3500,FALSE,FALSE,Public,Not Top ,"Mumbai,Maharashtra + 78 more",TRUE,40,Establish,10k-50k employees India)
106,Godrej & Boyce Man...,21,God,longname,Godrej & Boyce Man... Is great,GODREJ & BOYCE MAN...,godrej & boyce man...,Godrej & Boyce Man...,3.9,3.9,3.9,2.2k,2200,FALSE,FALSE,Private,Not Top ,"Mumbai,Maharashtra + 114 more",TRUE,125,Establish,10k-50k employees India)
107,AU Small Finance B...,21,AU ,longname,AU Small Finance B... Is great,AU SMALL FINANCE B...,au small finance b...,Au Small Finance B...,3.9,3.9,3.9,2.9k,2900,FALSE,FALSE,Private,Not Top ,"Jaipur,Rajasthan + 242 more",FALSE,26,Establish,10k-50k employees India)
108,Dominos Pizza,13,Dom,longname,Dominos Pizza Is great,DOMINOS PIZZA,dominos pizza,Dominos Pizza,4.2,4.2,4.2,2.1k,2100,FALSE,TRUE,Public,Not Top ,"Ypsilanti,Michigan + 180 more",FALSE,62,Establish,1k-5k employees India)
109,Delhivery,9,Del,short name,Delhivery Is great,DELHIVERY,delhivery,Delhivery,4.2,4.2,4.2,2.1k,2100,FALSE,TRUE,Private,Not Top ,Delhi + 356 more,FALSE,11,Establish,10k-50k employees India)
110,TATA Steel,10,TAT,short name,TATA Steel Is great,TATA STEEL,tata steel,Tata Steel,4,4,4,3.3k,3300,FALSE,FALSE,Public,Not Top ,"Mumbai,Maharashtra + 103 more",TRUE,115,Establish,10k-50k employees India)
111,Aditya Birla Fashi...,21,Adi,longname,Aditya Birla Fashi... Is great,ADITYA BIRLA FASHI...,aditya birla fashi...,Aditya Birla Fashi...,4.3,4.4,4.8,2.3k,2300,FALSE,TRUE,Private,Not Top ,Mumbai + 175 more,TRUE,7,Startup,10k-50k employees India)
112,Dell,4,Del,short name,Dell Is great,DELL,dell,Dell,4.1,4.1,4.1,2.1k,2100,FALSE,TRUE,Private,Not Top ,"Round Rock,Texas + 75 more",FALSE,38,Establish,50k-1 Lakh employees India)
113,UnitedHealth,12,Uni,longname,UnitedHealth Is great,UNITEDHEALTH,unitedhealth,Unitedhealth,4.1,4.1,4.1,3.3k,3300,FALSE,TRUE,Private,Not Top ,"Minnetonka,Minnesota + 11 more",FALSE,45,Establish,10k-50k employees India)
114,Wells Fargo India,17,Wel,longname,Wells Fargo India Is great,WELLS FARGO INDIA,wells fargo india,Wells Fargo India,4.1,4.1,4.1,2.1k,2100,FALSE,TRUE,Private,Not Top ,"San Francisco,California + 10 more",FALSE,24,Establish,10k-50k employees India)
115,Viatris,7,Via,short name,Viatris Is great,VIATRIS,viatris,Viatris,4.2,4.2,4.2,2.1k,2100,FALSE,TRUE,"Canonsburg,Pennsylvania + 54 more",Not Top ,61,FALSE,1k-5k employees India),Establish,
116,Hexaware Technolog...,21,Hex,longname,Hexaware Technolog... Is great,HEXAWARE TECHNOLOG...,hexaware technolog...,Hexaware Technolog...,3.6,3.6,3.6,2.1k,2100,FALSE,FALSE,Public,Not Top ,"Mumbai,Maharashtra + 25 more",TRUE,32,Establish,10k-50k employees India)
117,iEnergizer,10,iEn,short name,iEnergizer Is great,IENERGIZER,ienergizer,Ienergizer,3.5,3.5,3.5,2.0k,2000,FALSE,FALSE,Private,Not Top ,"Noida,Uttar Pradesh + 14 more",FALSE,22,Establish,10k-50k employees Global)
118,Fullerton India,15,Ful,longname,Fullerton India Is great,FULLERTON INDIA,fullerton india,Fullerton India,4.2,4.2,4.2,2.0k,2000,FALSE,TRUE,Private,Not Top ,Mumbai + 348 more,TRUE,15,Establish,10k-50k employees India)
119,Manappuram Finance,18,Man,longname,Manappuram Finance Is great,MANAPPURAM FINANCE,manappuram finance,Manappuram Finance,4,4,4,2.5k,2500,FALSE,FALSE,Public,Not Top ,"Thrissur/Trichur,Kerala + 317 more",FALSE,73,Establish,10k-50k employees India)
120,Omega Healthcare,16,Ome,longname,Omega Healthcare Is great,OMEGA HEALTHCARE,omega healthcare,Omega Healthcare,3.7,3.7,3.7,2.0k,2000,FALSE,FALSE,Private,Not Top ,Florida + 21 more,FALSE,18,Establish,1k-5k employees India)
121,SBI Cards & Paymen...,21,SBI,longname,SBI Cards & Paymen... Is great,SBI CARDS & PAYMEN...,sbi cards & paymen...,Sbi Cards & Paymen...,3.9,3.9,3.9,2.0k,2000,FALSE,FALSE,Public,Not Top ,"Gurgaon/Gurugram,Haryana + 199 more",FALSE,24,Establish,1k-5k employees India)
122,Megha Engineering ...,21,Meg,longname,Megha Engineering ... Is great,MEGHA ENGINEERING ...,megha engineering ...,Megha Engineering ...,4.2,4.2,4.2,1.9k,1900,FALSE,TRUE,Private,Not Top ,"Hyderabad/Secunderabad,Telangana + 146 more",FALSE,33,Establish,5k-10k employees India)
123,Royal Enfield,13,Roy,longname,Royal Enfield Is great,ROYAL ENFIELD,royal enfield,Royal Enfield,4.2,4.2,4.2,1.9k,1900,FALSE,TRUE,Private,Not Top ,"Gurgaon/Gurugram,Haryana + 200 more",FALSE,67,Establish,1k-5k employees India)
124,State Bank of Indi...,21,Sta,longname,State Bank of Indi... Is great,STATE BANK OF INDI...,state bank of indi...,State Bank Of Indi...,4,4,4,1.9k,1900,FALSE,FALSE,"Mumbai,Maharashtra + 277 more",Not Top ,216,FALSE,1 Lakh+ employees India),Establish,
125,Nagarjuna Construc...,21,Nag,longname,Nagarjuna Construc... Is great,NAGARJUNA CONSTRUC...,nagarjuna construc...,Nagarjuna Construc...,4.1,4.1,4.1,2.0k,2000,FALSE,TRUE,Public,Not Top ,"Hyderabad/Secunderabad,Telangana + 155 more",FALSE,24,Establish,201-500 employees India)
126,BNY Mellon,10,BNY,short name,BNY Mellon Is great,BNY MELLON,bny mellon,Bny Mellon,4.1,4.1,4.1,1.9k,1900,FALSE,TRUE,Private,Not Top ,"New York City,New York + 7 more",FALSE,18,Establish,10k-50k employees India)
127,JBM Group,9,JBM,short name,JBM Group Is great,JBM GROUP,jbm group,Jbm Group,4,4,4,2.4k,2400,FALSE,FALSE,Public,Not Top ,"Gurgaon/Gurugram,Haryana + 66 more",FALSE,39,Establish,1k-5k employees India)
128,Motherson Sumi Sys...,21,Mot,longname,Motherson Sumi Sys... Is great,MOTHERSON SUMI SYS...,motherson sumi sys...,Motherson Sumi Sys...,3.9,3.9,3.9,3.0k,3000,FALSE,FALSE,Public,Not Top ,"Noida,Uttar Pradesh + 57 more",FALSE,36,Establish,1k-5k employees India)
129,Muthoot Group,13,Mut,longname,Muthoot Group Is great,MUTHOOT GROUP,muthoot group,Muthoot Group,3.6,3.6,3.6,3.7k,3700,FALSE,FALSE,Public,Not Top ,"Kochi/Cochin,Kerala + 305 more",FALSE,135,Establish,1k-5k employees India)
130,Muthoot Fincorp,15,Mut,longname,Muthoot Fincorp Is great,MUTHOOT FINCORP,muthoot fincorp,Muthoot Fincorp,3.9,3.9,3.9,1.9k,1900,FALSE,FALSE,Private,Not Top ,"Trivandrum/Thiruvananthapuram,Kerala + 354 more",FALSE,135,Establish,10k-50k employees India)
131,Simplex Infrastruc...,21,Sim,longname,Simplex Infrastruc... Is great,SIMPLEX INFRASTRUC...,simplex infrastruc...,Simplex Infrastruc...,3.7,3.7,3.7,2.0k,2000,FALSE,FALSE,Public,Not Top ,"Kolkata,West Bengal + 112 more",FALSE,98,Establish,1k-5k employees India)
132,Wipro Enterprises ...,21,Wip,longname,Wipro Enterprises ... Is great,WIPRO ENTERPRISES ...,wipro enterprises ...,Wipro Enterprises ...,3.8,3.8,3.8,1.9k,1900,FALSE,FALSE,Bangalore + 61 more,Not Top ,77,FALSE,1 Lakh+ employees India),Establish,
133,Sodexo,6,Sod,short name,Sodexo Is great,SODEXO,sodexo,Sodexo,4.1,4.1,4.1,1.9k,1900,FALSE,TRUE,Private,Not Top ,Issy Les Moulineaux + 97 more,FALSE,14,Establish,5k-10k employees India)
134,Cgi Group,9,Cgi,short name,Cgi Group Is great,CGI GROUP,cgi group,Cgi Group,4.1,4.1,4.1,1.8k,1800,FALSE,TRUE,Private,Not Top ,"Montreal,Quebec + 9 more",FALSE,31,Establish,10k-50k employees India)
135,Tata Communication...,21,Tat,longname,Tata Communication... Is great,TATA COMMUNICATION...,tata communication...,Tata Communication...,4.1,4.1,4.1,2.4k,2400,FALSE,TRUE,Public,Not Top ,"Mumbai,Maharashtra + 84 more",TRUE,36,Establish,10k-50k employees India)
136,LG Electronics,14,LG ,longname,LG Electronics Is great,LG ELECTRONICS,lg electronics,Lg Electronics,4,4,4,1.9k,1900,FALSE,FALSE,Public,Not Top ,"Seoul,Seoul + 168 more",FALSE,64,Establish,5k-10k employees India)
137,Flex,4,Fle,short name,Flex Is great,FLEX,flex,Flex,4.1,4.1,4.1,1.8k,1800,FALSE,TRUE,Private,Not Top ,San Jose + 30 more,FALSE,53,Establish,10k-50k employees India)
138,Arvind Group,12,Arv,longname,Arvind Group Is great,ARVIND GROUP,arvind group,Arvind Group,4,4,4,2.0k,2000,FALSE,FALSE,Public,Not Top ,"Ahmedabad,Gujrat + 125 more",FALSE,91,Establish,10k-50k employees India)
139,Quess,5,Que,short name,Quess Is great,QUESS,quess,Quess,3.9,3.9,3.9,6.0k,6000,FALSE,FALSE,Public,Not Top ,Bangalore + 241 more,TRUE,15,Establish,1k-5k employees India)
140,Equitas Small Fina...,21,Equ,longname,Equitas Small Fina... Is great,EQUITAS SMALL FINA...,equitas small fina...,Equitas Small Fina...,4.1,4.1,4.1,1.8k,1800,FALSE,TRUE,Private,Not Top ,"Chennai,Tamil Nadu + 254 more",FALSE,15,Establish,1k-5k employees India)
141,Hindustan Coca Col...,21,Hin,longname,Hindustan Coca Col... Is great,HINDUSTAN COCA COL...,hindustan coca col...,Hindustan Coca Col...,4.4,4.4,4.4,1.8k,1800,FALSE,TRUE,Private,Not Top ,Bangalore + 152 more,TRUE,25,Establish,1k-5k employees India)
142,Hetero Drugs,12,Het,longname,Hetero Drugs Is great,HETERO DRUGS,hetero drugs,Hetero Drugs,4,4,4,2.1k,2100,FALSE,FALSE,Private,Not Top ,"Hyderabad/Secunderabad,Telangana + 30 more",FALSE,29,Establish,1k-5k employees India)
143,Bajaj Auto,10,Baj,short name,Bajaj Auto Is great,BAJAJ AUTO,bajaj auto,Bajaj Auto,4.1,4.1,4.1,4.8k,4800,FALSE,TRUE,Public,Not Top ,"Pune,Maharashtra + 173 more",FALSE,77,Establish,201-500 employees India)
144,John Deere,10,Joh,short name,John Deere Is great,JOHN DEERE,john deere,John Deere,4.3,4.3,4.3,1.9k,1900,FALSE,TRUE,Private,Not Top ,"Moline,Illinois + 82 more",FALSE,21,Establish,1k-5k employees India)
145,Abbott Healthcare,17,Abb,longname,Abbott Healthcare Is great,ABBOTT HEALTHCARE,abbott healthcare,Abbott Healthcare,4.2,4.2,4.2,1.8k,1800,FALSE,TRUE,Public,Not Top ,"Illinois City,Illinois + 130 more",FALSE,31,Establish,10k-50k employees India)
146,Ford Motor,10,For,short name,Ford Motor Is great,FORD MOTOR,ford motor,Ford Motor,4.5,4.5,4.5,2.0k,2000,FALSE,TRUE,Public,Not Top ,"Dearborn,Michigan + 94 more",FALSE,119,Establish,5k-10k employees India)
147,L & T Finance,13,L &,longname,L & T Finance Is great,L & T FINANCE,l & t finance,L & T Finance,4.1,4.1,4.1,1.8k,1800,FALSE,TRUE,Public,Not Top ,"Mumbai,Maharashtra + 331 more",TRUE,28,Establish,10k-50k employees India)
148,Subros,6,Sub,short name,Subros Is great,SUBROS,subros,Subros,4,4,4,1.8k,1800,FALSE,FALSE,Public,Not Top ,"Noida,Uttar Pradesh + 31 more",FALSE,37,Establish,1k-5k employees India)
149,Gati kwe,8,Gat,short name,Gati kwe Is great,GATI KWE,gati kwe,Gati Kwe,4.1,4.1,4.6,1.8k,1800,FALSE,TRUE,Private,Not Top ,"Hyderabad/Secunderabad,Telangana + 137 more",FALSE,10,Startup,1k-5k employees India)
150,D Mart,6,D M,short name,D Mart Is great,D MART,d mart,D Mart,4.1,4.1,4.1,1.8k,1800,FALSE,TRUE,Private,Not Top ,"Mumbai,Maharashtra + 122 more",TRUE,22,Establish,5k-10k employees India)
151,ICICI Lombard Gene...,21,ICI,longname,ICICI Lombard Gene... Is great,ICICI LOMBARD GENE...,icici lombard gene...,Icici Lombard Gene...,3.9,3.9,3.9,1.7k,1700,FALSE,FALSE,Public,Not Top ,"Mumbai,Maharashtra + 167 more",TRUE,21,Establish,5k-10k employees India)
152,IQVIA,5,IQV,short name,IQVIA Is great,IQVIA,iqvia,Iqvia,4.2,4.2,4.2,1.7k,1700,FALSE,TRUE,Partnership,Not Top ,"Danbury,Connecticut + 32 more",FALSE,40,Establish,10k-50k employees India)
153,CBRE,4,CBR,short name,CBRE Is great,CBRE,cbre,Cbre,4.2,4.2,4.2,1.7k,1700,FALSE,TRUE,Private,Not Top ,"Los Angeles,California + 43 more",FALSE,116,Establish,5k-10k employees India)
154,Shoppers Stop,13,Sho,longname,Shoppers Stop Is great,SHOPPERS STOP,shoppers stop,Shoppers Stop,4.2,4.2,4.2,1.8k,1800,FALSE,TRUE,Public,Not Top ,"Mumbai,Maharashtra + 53 more",TRUE,31,Establish,10k-50k employees India)
155,Indian Air Force,16,Ind,longname,Indian Air Force Is great,INDIAN AIR FORCE,indian air force,Indian Air Force,4.6,4.6,4.6,1.7k,1700,FALSE,TRUE,Private,Not Top ,"New Delhi,Delhi + 92 more",FALSE,90,Establish,1 Lakh+ employees India)
156,Alembic Pharmaceut...,21,Ale,longname,Alembic Pharmaceut... Is great,ALEMBIC PHARMACEUT...,alembic pharmaceut...,Alembic Pharmaceut...,4.1,4.1,4.1,1.7k,1700,FALSE,TRUE,Public,Not Top ,"Vadodara/Baroda,Gujrat + 104 more",FALSE,115,Establish,5k-10k employees India)
157,McDonald's,10,McD,short name,McDonald's Is great,MCDONALD'S,mcdonald's,Mcdonald'S,4.2,4.2,4.2,1.7k,1700,FALSE,TRUE,Private,Not Top ,"Chicago,Illinois + 106 more",FALSE,67,Establish,5k-10k employees India)
158,SBI Life Insurance...,21,SBI,longname,SBI Life Insurance... Is great,SBI LIFE INSURANCE...,sbi life insurance...,Sbi Life Insurance...,3.8,3.8,3.8,1.7k,1700,FALSE,FALSE,Public,Not Top ,"Mumbai,Maharashtra + 355 more",TRUE,21,Establish,10k-50k employees India)
159,L&T Construction,16,L&T,longname,L&T Construction Is great,L&T CONSTRUCTION,l&t construction,L&T Construction,4,4,4,1.7k,1700,FALSE,FALSE,Public,Not Top ,Chennai + 207 more,FALSE,78,Establish,50k-1 Lakh employees India)
160,Lava International,18,Lav,longname,Lava International Is great,LAVA INTERNATIONAL,lava international,Lava International,4,4,4,1.7k,1700,FALSE,FALSE,Public,Not Top ,"Noida,Uttar Pradesh + 192 more",FALSE,13,Establish,1k-5k employees India)
161,Ecom Express,12,Eco,longname,Ecom Express Is great,ECOM EXPRESS,ecom express,Ecom Express,4.2,4.2,4.7,1.7k,1700,FALSE,TRUE,Private,Not Top ,Gurgaon + 384 more,FALSE,10,Startup,10k-50k employees India)
162,Cholamandalam Inve...,21,Cho,longname,Cholamandalam Inve... Is great,CHOLAMANDALAM INVE...,cholamandalam inve...,Cholamandalam Inve...,4.2,4.2,4.2,1.7k,1700,FALSE,TRUE,Private,Not Top ,"Chennai,Tamil Nadu + 403 more",FALSE,44,Establish,1k-5k employees India)
163,Suzlon Group,12,Suz,longname,Suzlon Group Is great,SUZLON GROUP,suzlon group,Suzlon Group,4.1,4.1,4.1,1.7k,1700,FALSE,TRUE,Public,Not Top ,"Pune,Maharashtra + 70 more",FALSE,27,Establish,5k-10k employees India)
164,NatWest Group,13,Nat,longname,NatWest Group Is great,NATWEST GROUP,natwest group,Natwest Group,4,4.1,4.5,1.7k,1700,FALSE,TRUE,Chennai + 16 more,Not Top ,10k-50k employees India),FALSE,,Startup,
165,Tata Teleservices,17,Tat,longname,Tata Teleservices Is great,TATA TELESERVICES,tata teleservices,Tata Teleservices,4.2,4.2,4.2,1.7k,1700,FALSE,TRUE,Public,Not Top ,"Mumbai,Maharashtra + 152 more",TRUE,26,Establish,201-500 employees India)
166,Cummins,7,Cum,short name,Cummins Is great,CUMMINS,cummins,Cummins,4.3,4.3,4.3,1.6k,1600,FALSE,TRUE,"Columbus,Indiana + 71 more",Not Top ,60,FALSE,5k-10k employees India),Establish,
167,Amdocs,6,Amd,short name,Amdocs Is great,AMDOCS,amdocs,Amdocs,3.9,3.9,3.9,1.6k,1600,FALSE,FALSE,Private,Not Top ,"Chesterfield,Missouri + 10 more",FALSE,40,Establish,5k-10k employees India)
168,Thermax,7,The,short name,Thermax Is great,THERMAX,thermax,Thermax,4.3,4.3,4.3,1.8k,1800,FALSE,TRUE,Public,Not Top ,"Pune,Maharashtra + 95 more",FALSE,42,Establish,1k-5k employees India)
169,KEC International,17,KEC,longname,KEC International Is great,KEC INTERNATIONAL,kec international,Kec International,4.2,4.2,4.2,1.6k,1600,FALSE,TRUE,Public,Not Top ,"Mumbai,Maharashtra + 164 more",TRUE,77,Establish,5k-10k employees India)
170,CMS IT Services,15,CMS,longname,CMS IT Services Is great,CMS IT SERVICES,cms it services,Cms It Services,3.1,3.2,3.6,1.6k,1600,FALSE,TRUE,Private,Not Top ,"Bangalore/Bengaluru,Karnataka + 108 more",TRUE,8,Startup,5k-10k employees India)
171,Whitehat jr,11,Whi,longname,Whitehat jr Is great,WHITEHAT JR,whitehat jr,Whitehat Jr,4,4,4,1.6k,1600,FALSE,FALSE,"Mumbai,Maharashtra + 40 more",Not Top ,4,FALSE,5k-10k employees India),Establish,
172,UST,3,UST,short name,UST Is great,UST,ust,Ust,4,4,4,1.7k,1700,FALSE,FALSE,Private,Not Top ,"Aliso Viejo,California + 27 more",FALSE,21,Establish,10k-50k employees India)
173,Schneider Electric,18,Sch,longname,Schneider Electric Is great,SCHNEIDER ELECTRIC,schneider electric,Schneider Electric,4.2,4.2,4.2,2.9k,2900,FALSE,TRUE,Private,Not Top ,Paris + 59 more,FALSE,23,Establish,10k-50k employees India)
174,DTDC Express,12,DTD,longname,DTDC Express Is great,DTDC EXPRESS,dtdc express,Dtdc Express,4,4,4,1.6k,1600,FALSE,FALSE,Private,Not Top ,"Bangalore/Bengaluru,Karnataka + 168 more",TRUE,32,Establish,1k-5k employees India)
175,VE Commercial Vehi...,21,VE ,longname,VE Commercial Vehi... Is great,VE COMMERCIAL VEHI...,ve commercial vehi...,Ve Commercial Vehi...,4.1,4.1,4.1,1.6k,1600,FALSE,TRUE,Private,Not Top ,"Gurgaon/Gurugram,Haryana + 95 more",FALSE,14,Establish,1k-5k employees India)
176,Robert Bosch Engin...,21,Rob,longname,Robert Bosch Engin... Is great,ROBERT BOSCH ENGIN...,robert bosch engin...,Robert Bosch Engin...,4.1,4.1,4.1,1.6k,1600,FALSE,TRUE,Private,Not Top ,Gerlingen + 15 more,FALSE,32,Establish,10k-50k employees India)
177,Indiamart Intermes...,21,Ind,longname,Indiamart Intermes... Is great,INDIAMART INTERMES...,indiamart intermes...,Indiamart Intermes...,3.7,3.7,3.7,1.6k,1600,FALSE,FALSE,Private,Not Top ,"Noida,Uttar Pradesh + 81 more",FALSE,26,Establish,10k-50k employees India)
178,Intas Pharmaceutic...,21,Int,longname,Intas Pharmaceutic... Is great,INTAS PHARMACEUTIC...,intas pharmaceutic...,Intas Pharmaceutic...,4.2,4.2,4.2,1.6k,1600,FALSE,TRUE,Private,Not Top ,"Ahmedabad,Gujrat + 89 more",FALSE,22,Establish,5k-10k employees India)
179,Bel,3,Bel,short name,Bel Is great,BEL,bel,Bel,4.3,4.3,4.3,1.6k,1600,FALSE,TRUE,Private,Not Top ,"Bangalore/Bengaluru,Karnataka + 27 more",TRUE,68,Establish,5k-10k employees India)
180,Varun Beverages,15,Var,longname,Varun Beverages Is great,VARUN BEVERAGES,varun beverages,Varun Beverages,4,4,4,1.6k,1600,FALSE,FALSE,Public,Not Top ,"Gurgaon/Gurugram,Haryana + 160 more",FALSE,27,Establish,5k-10k employees India)
181,Honda Motorcycle &...,21,Hon,longname,Honda Motorcycle &... Is great,HONDA MOTORCYCLE &...,honda motorcycle &...,Honda Motorcycle &...,4.1,4.1,4.1,1.6k,1600,FALSE,TRUE,Private,Not Top ,"Gurgaon/Gurugram,Haryana + 138 more",FALSE,23,Establish,5k-10k employees India)
182,Glenmark Pharmaceu...,21,Gle,longname,Glenmark Pharmaceu... Is great,GLENMARK PHARMACEU...,glenmark pharmaceu...,Glenmark Pharmaceu...,4.2,4.2,4.2,1.6k,1600,FALSE,TRUE,Public,Not Top ,"Mumbai,Maharashtra + 96 more",TRUE,45,Establish,5k-10k employees India)
183,ABB Group,9,ABB,short name,ABB Group Is great,ABB GROUP,abb group,Abb Group,4.1,4.1,4.1,1.6k,1600,FALSE,TRUE,Public,Not Top ,Zurich + 81 more,FALSE,21,Establish,5k-10k employees India)
184,Ipca Laboratories,17,Ipc,longname,Ipca Laboratories Is great,IPCA LABORATORIES,ipca laboratories,Ipca Laboratories,4,4,4,1.5k,1500,FALSE,FALSE,Public,Not Top ,"Mumbai,Maharashtra + 87 more",TRUE,73,Establish,5k-10k employees India)
185,Reliance Nippon Li...,21,Rel,longname,Reliance Nippon Li... Is great,RELIANCE NIPPON LI...,reliance nippon li...,Reliance Nippon Li...,3.9,3.9,3.9,1.5k,1500,FALSE,FALSE,Private,Not Top ,"Mumbai,Maharashtra + 350 more",TRUE,22,Establish,10k-50k employees India)
186,Macleods Pharmaceu...,21,Mac,longname,Macleods Pharmaceu... Is great,MACLEODS PHARMACEU...,macleods pharmaceu...,Macleods Pharmaceu...,4.1,4.1,4.1,1.5k,1500,FALSE,TRUE,Public,Not Top ,"Mumbai,Maharashtra + 65 more",TRUE,36,Establish,5k-10k employees India)
187,Atos,4,Ato,short name,Atos Is great,ATOS,atos,Atos,3.8,3.8,3.8,5.4k,5400,FALSE,FALSE,Private,Not Top ,Bezons + 28 more,FALSE,25,Establish,10k-50k employees India)
188,Indian Oil Corpora...,21,Ind,longname,Indian Oil Corpora... Is great,INDIAN OIL CORPORA...,indian oil corpora...,Indian Oil Corpora...,4.4,4.4,4.4,1.7k,1700,FALSE,TRUE,Private,Not Top ,"Delhi/NCR,Delhi + 147 more",FALSE,63,Establish,10k-50k employees India)
189,Alkem Laboratories,18,Alk,longname,Alkem Laboratories Is great,ALKEM LABORATORIES,alkem laboratories,Alkem Laboratories,4,4,4,1.5k,1500,FALSE,FALSE,Public,Not Top ,"Mumbai,Maharashtra + 104 more",TRUE,49,Establish,10k-50k employees India)
190,State Street Synte...,21,Sta,longname,State Street Synte... Is great,STATE STREET SYNTE...,state street synte...,State Street Synte...,3.8,3.8,3.8,1.5k,1500,FALSE,FALSE,Private,Not Top ,Mumbai + 11 more,TRUE,18,Establish,501-1k employees India)
191,Titan Company,13,Tit,longname,Titan Company Is great,TITAN COMPANY,titan company,Titan Company,4.4,4.5,4.9,1.5k,1500,FALSE,TRUE,Public,Not Top ,Mumbai + 107 more,TRUE,4,Startup,5k-10k employees India)
192,Standard Chartered...,21,Sta,longname,Standard Chartered... Is great,STANDARD CHARTERED...,standard chartered...,Standard Chartered...,4,4,4,1.5k,1500,FALSE,FALSE,Private,Not Top ,London + 55 more,FALSE,53,Establish,5k-10k employees India)
193,BigBasket,9,Big,short name,BigBasket Is great,BIGBASKET,bigbasket,Bigbasket,4.1,4.1,4.1,1.5k,1500,FALSE,TRUE,Private,Not Top ,"Bangalore/Bengaluru,Karnataka + 57 more",TRUE,11,Establish,1k-5k employees India)
194,Future Retail,13,Fut,longname,Future Retail Is great,FUTURE RETAIL,future retail,Future Retail,4.1,4.1,4.1,3.8k,3800,FALSE,TRUE,Public,Not Top ,"Mumbai,Maharashtra + 170 more",TRUE,35,Establish,10k-50k employees India)
195,Bajaj Electricals,17,Baj,longname,Bajaj Electricals Is great,BAJAJ ELECTRICALS,bajaj electricals,Bajaj Electricals,4.1,4.1,4.1,1.5k,1500,FALSE,TRUE,Public,Not Top ,"Mumbai,Maharashtra + 147 more",TRUE,84,Establish,1k-5k employees India)
196,DCB Bank,8,DCB,short name,DCB Bank Is great,DCB BANK,dcb bank,Dcb Bank,3.9,3.9,3.9,1.5k,1500,FALSE,FALSE,Private,Not Top ,"Mumbai,Maharashtra + 199 more",TRUE,92,Establish,5k-10k employees India)
197,Radisson Hotels,15,Rad,longname,Radisson Hotels Is great,RADISSON HOTELS,radisson hotels,Radisson Hotels,3.9,3.9,3.9,1.5k,1500,FALSE,FALSE,Private,Not Top ,"Minnetonka,Minnesota + 86 more",FALSE,113,Establish,10k-50k employees India)
198,American Express,16,Ame,longname,American Express Is great,AMERICAN EXPRESS,american express,American Express,4.3,4.3,4.3,1.6k,1600,FALSE,TRUE,Private,Not Top ,"New York,New York + 33 more",FALSE,172,Establish,10k-50k employees India)
199,Havells,7,Hav,short name,Havells Is great,HAVELLS,havells,Havells,4.2,4.2,4.2,1.5k,1500,FALSE,TRUE,Public,Not Top ,"Noida,Uttar Pradesh + 101 more",FALSE,39,Establish,5k-10k employees India)
200,GlobalLogic,11,Glo,longname,GlobalLogic Is great,GLOBALLOGIC,globallogic,Globallogic,3.9,3.9,3.9,1.5k,1500,FALSE,FALSE,Private,Not Top ,"San Jose,California + 19 more",FALSE,22,Establish,5k-10k employees India)
201,TAFE - Tractors an...,21,TAF,longname,TAFE - Tractors an... Is great,TAFE - TRACTORS AN...,tafe - tractors an...,Tafe - Tractors An...,4.2,4.2,4.2,1.5k,1500,FALSE,TRUE,Public,Not Top ,"Chennai,Tamil Nadu + 118 more",FALSE,62,Establish,1k-5k employees India)
